dossier,archivo_balance,hoja,fila_excel,materia_prima,kg_ton,pct_100kg
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,15,SULFATO DE MANGANESO,3.3,0.33
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,16,MOLIBDATO DE SODIO,0.14,0.014
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,17,DIÓXIDO SILICIO,3.1,0.31
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,18,SULFATO DE ZINC,0.6,0.06
20_CALFER LLENADO,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/20_CALFER LLENADO/05_Balance_Masas/3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,22,E.D.T.A,29.3,2.93
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,7,SULFATO MAGNESIO ANHIDRO,281.4,28.14
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,8,ACIDO BORICO,57.2,5.72
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,9,SULFATO DE COBALTO,0.3,0.03
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,10,SULFATO DE COBRE,60,6
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,11,SULFATO DE HIERRO,200,20
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,12,SULFATO DE MANGANESO,129,12.9
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,13,MOLIBDATO DE SODIO,20.6,2.06
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,14,SULFATO DE ZINC,85.8,8.58
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,16,E.D.T.A,161,16.1
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,17,DIÓXIDO SILICIO,4.7,0.47
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,7,SULFATO MAGNESIO ANHIDRO,281.4,28.14
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,8,ACIDO BORICO,57.2,5.72
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,9,SULFATO DE COBALTO,0.3,0.03
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,10,SULFATO DE COBRE,60,6
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,11,SULFATO DE HIERRO,200,20
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,12,SULFATO DE MANGANESO,129,12.9
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,13,MOLIBDATO DE SODIO,20.6,2.06
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,14,DIÓXIDO SILICIO,4.7,0.47
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,15,SULFATO DE ZINC,85.8,8.58
22_CALFER MENORES,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/22_CALFER MENORES/05_Balance_Masas/3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,17,E.D.T.A,161,16.1
46_RAIFOS 20,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/46_RAIFOS 20/05_Balance_Masas/Balance Materias SOLURaiFOS_v.xlsx,SOLURAIFOS_x,7,FOSFATO DE AMONIO (MAP),822,82.2
46_RAIFOS 20,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/46_RAIFOS 20/05_Balance_Masas/Balance Materias SOLURaiFOS_v.xlsx,SOLURAIFOS_x,8,CLORURO POTASIO (KCL),165,16.5
46_RAIFOS 20,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/46_RAIFOS 20/05_Balance_Masas/Balance Materias SOLURaiFOS_v.xlsx,SOLURAIFOS_x,10,Dextrosa Monohidradatada,13,1.3
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,7,SULFATO CALCIO - YESO AGRICOLA,230.8,23.08
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,8,CAL DOLOMITA,566.7,56.67
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,9,CLORURO POTASIO (KCL),50,5
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,10,KIESERITA,50,5
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,11,SILICATO MAGNESIO,20.6,2.06
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,12,ULEXITA,16.7,1.67
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,22,CAOLIN,65.2,6.52
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,sulfa-k_50,7,CLORURO POTASIO (KCL),164.5,16.45
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,sulfa-k_50,8,FOSFATO MONOPOTASICO (MKP),57.7,5.77
52_SULFA K 50,SGC_CALFERQUIM/08_Dossier_Productos_Registrados/52_SULFA K 50/05_Balance_Masas/BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,sulfa-k_50,9,SULFATO POTASIO,777.8,77.78
