dossier,archivo_balance,hoja,fila_excel,materia_prima,kg_ton,pct_100kg
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,9,NITRATO DE POTASIO (KNO3),367.7,36.77
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,10,SULFATO MAGNESIO ANHIDRO,31.3,3.13
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,11,ACIDO BORICO,1.2,0.12
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,12,SULFATO DE COBALTO,0.1,0.01
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,13,SULFATO DE COBRE,1.6,0.16
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,14,SULFATO DE HIERRO,5,0.5
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,15,SULFATO DE MANGANESO,3.3,0.33
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,16,MOLIBDATO DE SODIO,0.14,0.014
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,17,DIÓXIDO SILICIO,3.1,0.31
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,18,SULFATO DE ZINC,0.6,0.06
20_CALFER LLENADO,20_CALFER LLENADO\05_Balance_Masas\3.1_Balance Materias CALFER LLENADO_v2.xlsx,Calfer llenado,22,E.D.T.A,29.3,2.93
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,7,SULFATO MAGNESIO ANHIDRO,281.4,28.14
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,8,ACIDO BORICO,57.2,5.72
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,9,SULFATO DE COBALTO,0.3,0.03
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,10,SULFATO DE COBRE,60,6
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,11,SULFATO DE HIERRO,200,20
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,12,SULFATO DE MANGANESO,129,12.9
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,13,MOLIBDATO DE SODIO,20.6,2.06
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,14,SULFATO DE ZINC,85.8,8.58
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,16,E.D.T.A,161,16.1
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1-C_Balance Materias CALFER MENORES.xlsx,Calfer Menores,17,DIÓXIDO SILICIO,4.7,0.47
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,7,SULFATO MAGNESIO ANHIDRO,281.4,28.14
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,8,ACIDO BORICO,57.2,5.72
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,9,SULFATO DE COBALTO,0.3,0.03
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,10,SULFATO DE COBRE,60,6
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,11,SULFATO DE HIERRO,200,20
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,12,SULFATO DE MANGANESO,129,12.9
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,13,MOLIBDATO DE SODIO,20.6,2.06
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,14,DIÓXIDO SILICIO,4.7,0.47
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,15,SULFATO DE ZINC,85.8,8.58
22_CALFER MENORES,22_CALFER MENORES\05_Balance_Masas\3.1_Balance Materias CALFER MENORES.xlsx,Calfer Menores,17,E.D.T.A,161,16.1
23_CALFERZINC-P,23_CALFERZINC-P\05_Balance_Masas\Balance_Masas_CALFERZINC-P SN X KILO.xlsx,CALFERZINC-P SN X KILO,7,SULFATO DE ZINC 35% X KILO,675,67.5
23_CALFERZINC-P,23_CALFERZINC-P\05_Balance_Masas\Balance_Masas_CALFERZINC-P SN X KILO.xlsx,CALFERZINC-P SN X KILO,8,CARBONATO DE CALCIO X KILO,75,7.5
23_CALFERZINC-P,23_CALFERZINC-P\05_Balance_Masas\Balance_Masas_CALFERZINC-P SN X KILO.xlsx,CALFERZINC-P SN X KILO,9,KIESERITA EN POLVO X KILO,50,5
23_CALFERZINC-P,23_CALFERZINC-P\05_Balance_Masas\Balance_Masas_CALFERZINC-P SN X KILO.xlsx,CALFERZINC-P SN X KILO,10,BENTONITA GRIS X KILO,200,20
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,7,CARBONATO DE CALCIO X KILO,100,10
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,8,ULEXITA X KILO,70,7
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,9,SULFATO DE CALCIO X KILO,160,16
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,10,ROCA FOSFORICA 26% X KILO,270,27
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,11,CAL DOLOMITA X KILO,70,7
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,12,SILICATO DE MAGNESIO X KILO,100,10
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,13,BENTONITA GRIS X KILO,100,10
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,14,KIESERITA EN POLVO X KILO,50,5
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,15,VINAZA X KILO,150,15
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,16,SULFATO DE ZINC 35% X KILO,70,7
24_FERTIMENORES,24_FERTIMENORES\05_Balance_Masas\Balance_Masas_FERTIMENORES SN X KILO.xlsx,FERTIMENORES SN X KILO,17,SULFATO DE COBRE 22% X KILO,10,1
29_K2K,29_K2K\05_Balance_Masas\Balance_Masas_K2K SN X KILO.xlsx,K2K SN X KILO,7,KIESERITA EN POLVO X KILO,50,5
29_K2K,29_K2K\05_Balance_Masas\Balance_Masas_K2K SN X KILO.xlsx,K2K SN X KILO,8,SULFATO DE CALCIO X KILO,50,5
29_K2K,29_K2K\05_Balance_Masas\Balance_Masas_K2K SN X KILO.xlsx,K2K SN X KILO,9,SULFATO DE POTASIO SOLUBLE X KILO,120,12
29_K2K,29_K2K\05_Balance_Masas\Balance_Masas_K2K SN X KILO.xlsx,K2K SN X KILO,10,KCL STANDAR X KILO,400,40
29_K2K,29_K2K\05_Balance_Masas\Balance_Masas_K2K SN X KILO.xlsx,K2K SN X KILO,11,ABONO ORGANICO A,200,20
29_K2K,29_K2K\05_Balance_Masas\Balance_Masas_K2K SN X KILO.xlsx,K2K SN X KILO,12,VINAZA X KILO,200,20
29_K2K,29_K2K\05_Balance_Masas\Balance_Masas_K2K SN X KILO.xlsx,K2K SN X KILO,13,CARBONATO DE CALCIO X KILO,80,8
29_K2K,29_K2K\05_Balance_Masas\Balance_Masas_K2K SN X KILO.xlsx,K2K SN X KILO,14,BENTONITA ROJA X KILO,100,10
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,ZueloCa,7,SULFATO CALCIO - YESO AGRICOLA,230.8,23.08
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,ZueloCa,8,CAL DOLOMITA,566.7,56.67
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,ZueloCa,9,CLORURO POTASIO (KCL),50,5
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,ZueloCa,10,KIESERITA,50,5
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,ZueloCa,11,SILICATO MAGNESIO,20.6,2.06
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,ZueloCa,12,ULEXITA,16.7,1.67
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,ZueloCa,22,CAOLIN,65.2,6.52
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,magne3,7,CAL DOLOMITA,130,13
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,magne3,8,CLORURO POTASIO (KCL),50,5
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,magne3,9,KIESERITA,250,25
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,magne3,10,OXIDO DE MAGNESIO,50,5
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,magne3,11,SILICATO MAGNESIO,414.4,41.44
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\1 Balance Materias MAGNE-3.xlsx,magne3,13,CAOLIN,105.6,10.56
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\Balance_Masas_FE MAGNE 3 SN X KILO.xlsx,FE MAGNE 3 SN X KILO,7,CARBONATO DE CALCIO X KILO,50,5
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\Balance_Masas_FE MAGNE 3 SN X KILO.xlsx,FE MAGNE 3 SN X KILO,8,OXIDO DE MAGNESIO X KILO,100,10
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\Balance_Masas_FE MAGNE 3 SN X KILO.xlsx,FE MAGNE 3 SN X KILO,9,KCL STANDAR X KILO,50,5
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\Balance_Masas_FE MAGNE 3 SN X KILO.xlsx,FE MAGNE 3 SN X KILO,10,SULFATO DE CALCIO X KILO,150,15
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\Balance_Masas_FE MAGNE 3 SN X KILO.xlsx,FE MAGNE 3 SN X KILO,11,BENTONITA GRIS X KILO,50,5
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\Balance_Masas_FE MAGNE 3 SN X KILO.xlsx,FE MAGNE 3 SN X KILO,12,SILICATO DE MAGNESIO X KILO,400,40
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\Balance_Masas_FE MAGNE 3 SN X KILO.xlsx,FE MAGNE 3 SN X KILO,13,KIESERITA EN POLVO X KILO,200,20
31_MAGNE-3,31_MAGNE-3\05_Balance_Masas\Balance_Masas_FE MAGNE 3 SN X KILO.xlsx,FE MAGNE 3 SN X KILO,14,VINAZA X KILO,100,10
38_NUCLEO CAMASI YARA,38_NUCLEO CAMASI YARA\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI YARA SN.xlsx,NUCLEO CAMASI YARA SN,7,KIESERITA EN POLVO X KILO,50,5
38_NUCLEO CAMASI YARA,38_NUCLEO CAMASI YARA\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI YARA SN.xlsx,NUCLEO CAMASI YARA SN,8,SILICATO DE MAGNESIO X KILO,100,10
38_NUCLEO CAMASI YARA,38_NUCLEO CAMASI YARA\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI YARA SN.xlsx,NUCLEO CAMASI YARA SN,9,CARBONATO DE CALCIO X KILO,600,60
38_NUCLEO CAMASI YARA,38_NUCLEO CAMASI YARA\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI YARA SN.xlsx,NUCLEO CAMASI YARA SN,10,VINAZA X KILO,50,5
38_NUCLEO CAMASI YARA,38_NUCLEO CAMASI YARA\05_Balance_Masas\Balance_Masas_NUCLEO CAMASI YARA SN.xlsx,NUCLEO CAMASI YARA SN,11,BENTONITA GRIS X KILO,250,25
39_NUCLEO FOSFORO-1,39_NUCLEO FOSFORO-1\05_Balance_Masas\Balance_Masas_NUCLEO FOSFORO 1 X KILO.xlsx,NUCLEO FOSFORO 1 X KILO,7,ROCA FOSFORICA 26% X KILO,750,75
39_NUCLEO FOSFORO-1,39_NUCLEO FOSFORO-1\05_Balance_Masas\Balance_Masas_NUCLEO FOSFORO 1 X KILO.xlsx,NUCLEO FOSFORO 1 X KILO,8,BENTONITA ROJA X KILO,100,10
39_NUCLEO FOSFORO-1,39_NUCLEO FOSFORO-1\05_Balance_Masas\Balance_Masas_NUCLEO FOSFORO 1 X KILO.xlsx,NUCLEO FOSFORO 1 X KILO,9,CAL DOLOMITA X KILO,50,5
39_NUCLEO FOSFORO-1,39_NUCLEO FOSFORO-1\05_Balance_Masas\Balance_Masas_NUCLEO FOSFORO 1 X KILO.xlsx,NUCLEO FOSFORO 1 X KILO,10,KIESERITA EN POLVO X KILO,50,5
39_NUCLEO FOSFORO-1,39_NUCLEO FOSFORO-1\05_Balance_Masas\Balance_Masas_NUCLEO FOSFORO 1 X KILO.xlsx,NUCLEO FOSFORO 1 X KILO,11,SILICATO DE MAGNESIO X KILO,50,5
39_NUCLEO FOSFORO-1,39_NUCLEO FOSFORO-1\05_Balance_Masas\Balance_Masas_NUCLEO FOSFORO 1 X KILO.xlsx,NUCLEO FOSFORO 1 X KILO,12,VINAZA X KILO,100,10
42_NUCLEO MAGNESIO-SILICIO,42_NUCLEO MAGNESIO-SILICIO\05_Balance_Masas\Balance_Masas_NUCLEO MAGNESIO-SILICIO X KILO.xlsx,NUCLEO MAGNESIO-SILICIO X KILO,7,SILICATO DE MAGNESIO X KILO,900,90
42_NUCLEO MAGNESIO-SILICIO,42_NUCLEO MAGNESIO-SILICIO\05_Balance_Masas\Balance_Masas_NUCLEO MAGNESIO-SILICIO X KILO.xlsx,NUCLEO MAGNESIO-SILICIO X KILO,8,BENTONITA ROJA X KILO,50,5
42_NUCLEO MAGNESIO-SILICIO,42_NUCLEO MAGNESIO-SILICIO\05_Balance_Masas\Balance_Masas_NUCLEO MAGNESIO-SILICIO X KILO.xlsx,NUCLEO MAGNESIO-SILICIO X KILO,9,KIESERITA EN POLVO X KILO,50,5
42_NUCLEO MAGNESIO-SILICIO,42_NUCLEO MAGNESIO-SILICIO\05_Balance_Masas\Balance_Masas_NUCLEO MAGNESIO-SILICIO X KILO.xlsx,NUCLEO MAGNESIO-SILICIO X KILO,10,VINAZA X KILO,100,10
43_NUCLEO MAGNESIO-S,43_NUCLEO MAGNESIO-S\05_Balance_Masas\Balance_Masas_NUCLEO MAGNESIO-S.xlsx,NUCLEO MAGNESIO-S,7,SULFATO DE CALCIO X KILO,440,44
43_NUCLEO MAGNESIO-S,43_NUCLEO MAGNESIO-S\05_Balance_Masas\Balance_Masas_NUCLEO MAGNESIO-S.xlsx,NUCLEO MAGNESIO-S,8,KIESERITA EN POLVO X KILO,180,18
43_NUCLEO MAGNESIO-S,43_NUCLEO MAGNESIO-S\05_Balance_Masas\Balance_Masas_NUCLEO MAGNESIO-S.xlsx,NUCLEO MAGNESIO-S,9,BENTONITA ROJA X KILO,70,7
43_NUCLEO MAGNESIO-S,43_NUCLEO MAGNESIO-S\05_Balance_Masas\Balance_Masas_NUCLEO MAGNESIO-S.xlsx,NUCLEO MAGNESIO-S,10,SILICATO DE MAGNESIO X KILO,310,31
43_NUCLEO MAGNESIO-S,43_NUCLEO MAGNESIO-S\05_Balance_Masas\Balance_Masas_NUCLEO MAGNESIO-S.xlsx,NUCLEO MAGNESIO-S,11,VINAZA X KILO,100,10
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance Materias SOLURaiFOS_v.xlsx,SOLURAIFOS_x,7,FOSFATO DE AMONIO (MAP),822,82.2
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance Materias SOLURaiFOS_v.xlsx,SOLURAIFOS_x,8,CLORURO POTASIO (KCL),165,16.5
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance Materias SOLURaiFOS_v.xlsx,SOLURAIFOS_x,10,Dextrosa Monohidradatada,13,1.3
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance_Masas_RAIFOS 20 SN X KILO.xlsx,RAIFOS 20 SN X KILO,7,KIESERITA EN POLVO X KILO,50,5
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance_Masas_RAIFOS 20 SN X KILO.xlsx,RAIFOS 20 SN X KILO,8,MAP TECNICO X KILO,50,5
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance_Masas_RAIFOS 20 SN X KILO.xlsx,RAIFOS 20 SN X KILO,9,ROCA FOSFORICA 26% X KILO,650,65
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance_Masas_RAIFOS 20 SN X KILO.xlsx,RAIFOS 20 SN X KILO,10,SILICATO DE MAGNESIO X KILO,90,9
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance_Masas_RAIFOS 20 SN X KILO.xlsx,RAIFOS 20 SN X KILO,11,LEONARDITA X KILO,100,10
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance_Masas_RAIFOS 20 SN X KILO.xlsx,RAIFOS 20 SN X KILO,12,ABONO ORGANICO A,60,6
46_RAIFOS 20,46_RAIFOS 20\05_Balance_Masas\Balance_Masas_RAIFOS 20 SN X KILO.xlsx,RAIFOS 20 SN X KILO,13,VINAZA X KILO,200,20
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,7,SILICATO DE MAGNESIO X KILO,50,5
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,8,ULEXITA X KILO,25,2.5
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,9,CAL DOLOMITA X KILO,550,55
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,10,SULFATO DE CALCIO X KILO,200,20
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,11,BENTONITA ROJA X KILO,50,5
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,12,KIESERITA EN POLVO X KILO,50,5
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,13,VINAZA X KILO,200,20
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,14,KCL STANDAR X KILO,40,4
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,15,CARBONATO DE CALCIO X KILO,35,3.5
51_SUELO-Ca,51_SUELO-Ca\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SUELO CA POLVO.xlsx,FORMULACION ESPECIAL SUELO CA P,16,EMPAQUES E INERTES,40,4
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,7,SULFATO CALCIO - YESO AGRICOLA,230.8,23.08
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,8,CAL DOLOMITA,566.7,56.67
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,9,CLORURO POTASIO (KCL),50,5
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,10,KIESERITA,50,5
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,11,SILICATO MAGNESIO,20.6,2.06
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,12,ULEXITA,16.7,1.67
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,ZueloCa,22,CAOLIN,65.2,6.52
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,sulfa-k_50,7,CLORURO POTASIO (KCL),164.5,16.45
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,sulfa-k_50,8,FOSFATO MONOPOTASICO (MKP),57.7,5.77
52_SULFA K 50,52_SULFA K 50\05_Balance_Masas\BALANCE MATERIAS PRIMAS SULFAK 50.xlsx,sulfa-k_50,9,SULFATO POTASIO,777.8,77.78
55_SULFATO ZINC 22,55_SULFATO ZINC 22\05_Balance_Masas\Balance_Masas_SULFATO DE ZINC 22% SN.xlsx,SULFATO DE ZINC 22% SN,7,SULFATO DE ZINC 35% X KILO,675,67.5
55_SULFATO ZINC 22,55_SULFATO ZINC 22\05_Balance_Masas\Balance_Masas_SULFATO DE ZINC 22% SN.xlsx,SULFATO DE ZINC 22% SN,8,CARBONATO DE CALCIO X KILO,75,7.5
55_SULFATO ZINC 22,55_SULFATO ZINC 22\05_Balance_Masas\Balance_Masas_SULFATO DE ZINC 22% SN.xlsx,SULFATO DE ZINC 22% SN,9,KIESERITA EN POLVO X KILO,50,5
55_SULFATO ZINC 22,55_SULFATO ZINC 22\05_Balance_Masas\Balance_Masas_SULFATO DE ZINC 22% SN.xlsx,SULFATO DE ZINC 22% SN,10,BENTONITA GRIS X KILO,200,20
57_YESO EN POLVO,57_YESO EN POLVO\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SULFATO DE CALCIO P.xlsx,FORMULACION ESPECIAL SULFATO DE,7,SULFATO DE CALCIO X KILO,750,75
57_YESO EN POLVO,57_YESO EN POLVO\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SULFATO DE CALCIO P.xlsx,FORMULACION ESPECIAL SULFATO DE,8,KIESERITA EN POLVO X KILO,50,5
57_YESO EN POLVO,57_YESO EN POLVO\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SULFATO DE CALCIO P.xlsx,FORMULACION ESPECIAL SULFATO DE,9,CARBONATO DE CALCIO X KILO,150,15
57_YESO EN POLVO,57_YESO EN POLVO\05_Balance_Masas\Balance_Masas_FORMULACION ESPECIAL SULFATO DE CALCIO P.xlsx,FORMULACION ESPECIAL SULFATO DE,10,BENTONITA GRIS X KILO,50,5
60_BIOPLANTAS,60_BIOPLANTAS\05_Balance_Masas\Balance_Masas_BIOPLANTAS X KILO.xlsx,BIOPLANTAS X KILO,7,BIOCANECON X KILO,1000,100
60_BIOPLANTAS,60_BIOPLANTAS\05_Balance_Masas\Balance_Masas_BIOPLANTAS X KILO.xlsx,BIOPLANTAS X KILO,8,EMPAQUES E INERTES,40,4
62_SILIMAGRAN 30,62_SILIMAGRAN 30\05_Balance_Masas\Balance_Masas_SILIMAGRAN SN X KILO.xlsx,SILIMAGRAN SN X KILO,7,ROCA FOSFORICA 26% X KILO,160,16
62_SILIMAGRAN 30,62_SILIMAGRAN 30\05_Balance_Masas\Balance_Masas_SILIMAGRAN SN X KILO.xlsx,SILIMAGRAN SN X KILO,8,BENTONITA GRIS X KILO,20,2
62_SILIMAGRAN 30,62_SILIMAGRAN 30\05_Balance_Masas\Balance_Masas_SILIMAGRAN SN X KILO.xlsx,SILIMAGRAN SN X KILO,9,KIESERITA EN POLVO X KILO,70,7
62_SILIMAGRAN 30,62_SILIMAGRAN 30\05_Balance_Masas\Balance_Masas_SILIMAGRAN SN X KILO.xlsx,SILIMAGRAN SN X KILO,10,VINAZA X KILO,100,10
62_SILIMAGRAN 30,62_SILIMAGRAN 30\05_Balance_Masas\Balance_Masas_SILIMAGRAN SN X KILO.xlsx,SILIMAGRAN SN X KILO,11,334,750,75
